[Fri Feb 03 17:45:18.274052 2017] [:error] [pid 4514] [client 151.25.183.249:55261] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.280631 2017] [:error] [pid 4540] [client 151.25.183.249:55259] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.328265 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.349084 2017] [:error] [pid 4514] [client 151.25.183.249:55261] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:22.770991 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:22.779497 2017] [:error] [pid 4511] [client 151.25.183.249:55260] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:23.367645 2017] [:error] [pid 4511] [client 151.25.183.249:55260] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:32.900420 2017] [:error] [pid 4513] [client 151.25.183.249:55268] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:42.049486 2017] [:error] [pid 4566] [client 151.25.183.249:55271] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:42.468314 2017] [:error] [pid 4566] [client 151.25.183.249:55271] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:42.505193 2017] [:error] [pid 4565] [client 151.25.183.249:55272] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:42.515815 2017] [:error] [pid 4510] [client 151.25.183.249:55273] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:44.246587 2017] [:error] [pid 4540] [client 151.25.183.249:55275] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:44.390047 2017] [:error] [pid 4540] [client 151.25.183.249:55275] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:44.532649 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:44.835736 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.186634 2017] [:error] [pid 4541] [client 151.25.183.249:55278] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.205837 2017] [:error] [pid 4512] [client 151.25.183.249:55279] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.214066 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.700526 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.845258 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.901702 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:46.955459 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:47.066306 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.235938 2017] [:error] [pid 4541] [client 151.25.183.249:55278] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.241534 2017] [:error] [pid 4511] [client 151.25.183.249:55280] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.247739 2017] [:error] [pid 4512] [client 151.25.183.249:55279] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.500702 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/theme/styles.php/adaptable/1486143945/all
[Fri Feb 03 17:45:48.533223 2017] [:error] [pid 4563] [client 151.25.183.249:55281] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/theme/styles.php/adaptable/1486143945/all
[Fri Feb 03 17:45:48.556648 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.585474 2017] [:error] [pid 4563] [client 151.25.183.249:55281] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.677446 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.731313 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.842870 2017] [:error] [pid 4563] [client 151.25.183.249:55281] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.848826 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.884357 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.918736 2017] [:error] [pid 4563] [client 151.25.183.249:55281] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.923939 2017] [:error] [pid 4513] [client 151.25.183.249:55282] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:48.930434 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:45:49.493373 2017] [:error] [pid 4514] [client 151.25.183.249:55274] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:46:00.297220 2017] [:error] [pid 4566] [client 151.25.183.249:55283] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/admin/purgecaches.php
[Fri Feb 03 17:46:00.573951 2017] [:error] [pid 4566] [client 151.25.183.249:55283] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/viewreport.php?id=4&courseid=1
[Fri Feb 03 17:46:00.626251 2017] [:error] [pid 4565] [client 151.25.183.249:55284] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/viewreport.php?id=4&courseid=1
[Fri Feb 03 17:46:00.632785 2017] [:error] [pid 4510] [client 151.25.183.249:55285] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/viewreport.php?id=4&courseid=1
[Fri Feb 03 17:46:00.674596 2017] [:error] [pid 4540] [client 151.25.183.249:55286] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/viewreport.php?id=4&courseid=1
[Fri Feb 03 17:46:52.552333 2017] [:error] [pid 4541] [client 151.25.183.249:55310] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/viewreport.php?id=4&courseid=1
[Fri Feb 03 17:46:52.741353 2017] [:error] [pid 4511] [client 151.25.183.249:55311] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/blocks/configurable_reports/editcomp.php?id=4&comp=template&courseid=1
